aircraft,chosen_route,delay,node_times
AC_A_1,route_arr_2a,0.0,"{'l5': 65.9631790910829, 'd1': 181.43632521205672, 'k2': 174.2368949461714, 'p7': 0.0, '17rf': 18568.59146938011, 'a3': 0.0, 'p5': 9241.312610806557, 'l4': 94.76090015462614, 'l2': 159.83803441440017, 'p2': 90.0, 'd5': 18469.32321315622, '17re': 44.36488829342852, 'l9': 0.0, 'l7': 0.0, 'l6': 0.0, 'p4': 22.766597495763534, 'p3': 6055.25150507567, 'a1': 8176.5381572159495, 'k6': 15686.274509803923, 'p8': 0.0, 'p6': 0.0, 'l3': 123.55862121816938, 'l8': 0.0}"
AC_A_10,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 0.0, 'k2': 0.0, 'p7': 0.0, '17rf': 947.9574817498979, 'a3': 810.0, 'p5': 926.3591909522256, 'l4': 0.0, 'l2': 0.0, 'p2': 832.7665974957249, 'd5': 991.1540633452278, '17re': 929.5557725476067, 'l9': 0.0, 'l7': 0.0, 'l6': 969.5557725475701, 'p4': 890.3620396228107, 'p3': 861.5643185592671, 'a1': 810.0, 'k6': 983.9546330793419, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_2,route_arr_1b,0.0,"{'l5': 228.59259345283226, 'd1': 14850.114298704917, 'k2': 18413.890403912155, 'p7': 0.0, '17rf': 227.9574817456101, 'a3': 23288.38014299987, 'p5': 206.35919095204116, 'l4': 228.59259345283226, 'l2': 17204.301075268817, 'p2': 112.76659749558881, 'd5': 271.15406333594, '17re': 16927.220834481057, 'l9': 0.0, 'l7': 0.0, 'l6': 249.55577254328233, 'p4': 170.3620396227634, 'p3': 141.56431855921983, 'a1': 90.0, 'k6': 263.9546330750541, 'p8': 0.0, 'p6': 0.0, 'l3': 228.59259345283226, 'l8': 0.0}"
AC_A_3,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 0.0, 'k2': 0.0, 'p7': 0.0, '17rf': 317.95748174983123, 'a3': 180.0, 'p5': 296.3591909522135, 'l4': 0.0, 'l2': 0.0, 'p2': 202.76659749573733, 'd5': 361.1540633451209, '17re': 299.555772546816, 'l9': 0.0, 'l7': 0.0, 'l6': 339.5557725474913, 'p4': 260.3620396227986, 'p3': 231.56431855926255, 'a1': 180.0, 'k6': 353.9546330792631, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_4,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 0.0, 'k2': 0.0, 'p7': 0.0, '17rf': 407.95748174983146, 'a3': 270.0, 'p5': 386.3591909522135, 'l4': 0.0, 'l2': 0.0, 'p2': 292.7665974957373, 'd5': 451.15406334512136, '17re': 389.5557725474913, 'l9': 0.0, 'l7': 0.0, 'l6': 429.55577254749267, 'p4': 350.3620396227986, 'p3': 321.5643185592625, 'a1': 270.0, 'k6': 443.95463307926445, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_5,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 0.0, 'k2': 0.0, 'p7': 0.0, '17rf': 497.95748174984544, 'a3': 360.0, 'p5': 476.35919095222346, 'l4': 0.0, 'l2': 0.0, 'p2': 382.7665974957442, 'd5': 541.1540633451143, '17re': 479.5557725474937, 'l9': 0.0, 'l7': 0.0, 'l6': 519.5557725475071, 'p4': 440.36203962280854, 'p3': 411.56431855927286, 'a1': 360.0, 'k6': 533.9546330792789, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_6,route_arr_1b,0.0,"{'l5': 588.5925934544557, 'd1': 15732.981871782526, 'k2': 17133.427390448407, 'p7': 0.0, '17rf': 588.5557725474927, 'a3': 22817.96436044207, 'p5': 566.3591909517291, 'l4': 588.5925934544557, 'l2': 7698.067771053798, 'p2': 472.76659749547196, 'd5': 631.7523541428226, '17re': 17219.00757807056, 'l9': 0.0, 'l7': 0.0, 'l6': 610.1540633451649, 'p4': 530.3620396223833, 'p3': 501.56431855889866, 'a1': 450.0, 'k6': 624.5529238769367, 'p8': 0.0, 'p6': 0.0, 'l3': 588.5925934544557, 'l8': 0.0}"
AC_A_7,route_arr_1b,0.0,"{'l5': 699.5557725476037, 'd1': 18547.319454079756, 'k2': 19168.88039211927, 'p7': 0.0, '17rf': 677.9574817499367, 'a3': 0.0, 'p5': 656.3591909522645, 'l4': 699.5557725476037, 'l2': 16952.56143777067, 'p2': 562.7665974957636, 'd5': 721.1540633452469, '17re': 8983.59190574534, 'l9': 0.0, 'l7': 0.0, 'l6': 699.5557725476037, 'p4': 620.3620396228496, 'p3': 591.564318559306, 'a1': 540.0, 'k6': 713.954633079371, 'p8': 0.0, 'p6': 0.0, 'l3': 699.5557725476037, 'l8': 0.0}"
AC_A_8,route_arr_1b,0.0,"{'l5': 699.5557725476037, 'd1': 19814.97313565624, 'k2': 19496.79945022155, 'p7': 0.0, '17rf': 770.1540633451649, 'a3': 391.78491867140474, 'p5': 748.5557725474927, 'l4': 699.5557725476037, 'l2': 17666.979269209045, 'p2': 652.7665974957636, 'd5': 813.3506449404948, '17re': 7894.157277055128, 'l9': 0.0, 'l7': 0.0, 'l6': 791.7523541428371, 'p4': 710.3620396228507, 'p3': 681.5643185593071, 'a1': 630.0, 'k6': 806.1512146746089, 'p8': 0.0, 'p6': 0.0, 'l3': 699.5557725476037, 'l8': 0.0}"
AC_A_9,route_arr_1b,0.0,"{'l5': 699.555772547603, 'd1': 18745.26445540302, 'k2': 17761.21129650485, 'p7': 0.0, '17rf': 857.9574817498308, 'a3': 2940.3459884495096, 'p5': 836.359190952212, 'l4': 699.555772547603, 'l2': 17435.589579581774, 'p2': 742.7665974957368, 'd5': 901.154063345085, '17re': 17032.220834481053, 'l9': 0.0, 'l7': 0.0, 'l6': 879.5557725474946, 'p4': 800.362039622797, 'p3': 771.5643185592619, 'a1': 720.0, 'k6': 893.9546330792664, 'p8': 0.0, 'p6': 0.0, 'l3': 699.555772547603, 'l8': 0.0}"
AC_D_1,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 66.59829079455085, 'l1': 116.99430265570845, 'd1': 45.0, 'l3': 14705.902898136446, 'k2': 52.19943026565261, 'k4': 0.0, 'l6': 0.0, '17ra': 138.59259345330793, 'd5': 12480.429432227898, 'k6': 0.0, 'k5': 0.0}"
AC_D_10,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 876.5982907958096, 'l1': 926.9943026570254, 'd1': 855.0, 'l3': 16539.8757332002, 'k2': 862.1994302658677, 'k4': 0.0, 'l6': 0.0, '17ra': 969.5557725475701, 'd5': 0.0, 'k6': 0.0, 'k5': 0.0}"
AC_D_2,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 156.59829079479005, 'l1': 206.9943026554538, 'd1': 135.0, 'l3': 14522.704949782259, 'k2': 142.1994302658017, 'k4': 0.0, 'l6': 0.0, '17ra': 249.555772546816, 'd5': 8000.091153947, 'k6': 0.0, 'k5': 0.0}"
AC_D_3,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 246.59829079417977, 'l1': 296.99430265538103, 'd1': 225.0, 'l3': 0.0, 'k2': 232.19943026564403, 'k4': 0.0, 'l6': 0.0, '17ra': 339.5557725474913, 'd5': 12480.429432227898, 'k6': 0.0, 'k5': 0.0}"
AC_D_4,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 336.59829079595147, 'l1': 386.99430265658884, 'd1': 315.0, 'l3': 15850.053543129958, 'k2': 322.1994302656367, 'k4': 0.0, 'l6': 0.0, '17ra': 429.55577254749267, 'd5': 0.0, 'k6': 0.0, 'k5': 0.0}"
AC_D_5,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 466.5614698886046, 'l1': 516.9574817498204, 'd1': 405.0, 'l3': 14705.902898136446, 'k2': 412.1994302654674, 'k4': 0.0, 'l6': 0.0, '17ra': 538.5557725474927, 'd5': 12480.429432227898, 'k6': 0.0, 'k5': 0.0}"
AC_D_6,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 538.1597606862769, 'l1': 588.5557725474927, 'd1': 495.0, 'l3': 16231.43709146112, 'k2': 523.7609001545051, 'k4': 0.0, 'l6': 1204.3657809201286, '17ra': 610.1540633451649, 'd5': 0.0, 'k6': 5679.516785462965, 'k5': 0.0}"
AC_D_7,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 606.5982907944945, 'l1': 656.9943026551337, 'd1': 585.0, 'l3': 14705.902898136446, 'k2': 592.1994302656666, 'k4': 0.0, 'l6': 0.0, '17ra': 720.1540633451649, 'd5': 12480.429432227898, 'k6': 0.0, 'k5': 0.0}"
AC_D_8,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 696.598290794529, 'l1': 746.9943026557448, 'd1': 675.0, 'l3': 15204.697156513972, 'k2': 682.1994302658859, 'k4': 0.0, 'l6': 0.0, '17ra': 791.7523541428371, 'd5': 12480.429432227924, 'k6': 0.0, 'k5': 0.0}"
AC_D_9,route_dep_1,0.0,"{'d3': 0.0, 'd4': 0.0, 'l5': 0.0, 'l4': 0.0, 'l2': 786.5982907948201, 'l1': 836.9943026560431, 'd1': 765.0, 'l3': 0.0, 'k2': 772.1994302655496, 'k4': 0.0, 'l6': 0.0, '17ra': 879.5557725476067, 'd5': 8000.091153946989, 'k6': 0.0, 'k5': 0.0}"
