aircraft,chosen_route,delay,node_times
AC_A_1,route_arr_2a,0.0,"{'l5': 49.47238431992663, 'd1': 130.46597480453784, 'k2': 125.0664021057338, 'p7': 0.0, '17rf': 0.0, 'a3': 0.0, 'p5': 0.0, 'l4': 71.07067511599816, 'l2': 114.2672567081172, 'p2': 0.0, 'd5': 0.0, '17re': 33.2736662231422, 'l9': 0.0, 'l7': 0.0, 'l6': 0.0, 'p4': 17.07494812182263, 'p3': 0.0, 'a1': 0.0, 'k6': 0.0, 'p8': 0.0, 'p6': 0.0, 'l3': 92.66896591207478, 'l8': 0.0}"
AC_A_10,route_arr_1b,1.1413817446737085e-08,"{'l5': 929.6668293958028, 'd1': 0.0, 'k2': 19482.924308569705, 'p7': 1.2891609770766087e-11, '17rf': 913.4681113002989, 'a3': 5.782081927514424e-11, 'p5': 897.2693932047696, 'l4': 0.0, 'l2': 17419.377893564048, 'p2': 827.0749481210514, 'd5': 945.8655474825196, '17re': 889.6668294093688, 'l9': 1.4175680922587234e-11, 'l7': 1.527631333844107e-11, 'l6': 929.6668293958028, 'p4': 870.2715297077011, 'p3': 848.6732389162354, 'a1': 810.0000000114138, 'k6': 940.4659747869485, 'p8': 1.362536471466078e-11, 'p6': 1.252473229886032e-11, 'l3': 929.6668293958028, 'l8': 1.4909435866495664e-11}"
AC_A_2,route_arr_1b,-4.689582056016661e-13,"{'l5': 0.0, 'd1': 18498.874879066127, 'k2': 15471.999677509852, 'p7': 0.0, '17rf': 193.46811131131835, 'a3': 0.0, 'p5': 177.26939321390782, 'l4': 0.0, 'l2': 0.0, 'p2': 107.07494812167646, 'd5': 225.86554750658797, '17re': 165.19444508999004, 'l9': 0.0, 'l7': 0.0, 'l6': 209.66682940873943, 'p4': 150.27152971684663, 'p3': 128.67323891923203, 'a1': 89.99999999999953, 'k6': 220.46597480758282, 'p8': 0.0, 'p6': 0.0, 'l3': 209.66682940873943, 'l8': 27745.664739884298}"
AC_A_3,route_arr_1b,-8.739675649849232e-11,"{'l5': 299.6668294088686, 'd1': 0.0, 'k2': 15769.538132846657, 'p7': 0.0, '17rf': 283.46811131116374, 'a3': 0.0, 'p5': 267.2693932136681, 'l4': 299.6668294088686, 'l2': 0.0, 'p2': 197.07494812156028, 'd5': 315.8655475071282, '17re': 259.66682940873943, 'l9': 0.0, 'l7': 0.0, 'l6': 299.6668294088686, 'p4': 240.2715297168463, 'p3': 218.6732389192325, 'a1': 179.9999999999126, 'k6': 310.46597480771015, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_4,route_arr_1b,-2.7341684472048655e-11,"{'l5': 389.6668294027877, 'd1': 19834.319422948472, 'k2': 19451.263828311174, 'p7': 0.0, '17rf': 373.4681113121615, 'a3': 2.7355608841598388e-11, 'p5': 357.26939321390734, 'l4': 0.0, 'l2': 17272.58839418466, 'p2': 287.07494812167687, 'd5': 405.86554749216884, '17re': 16980.695870426494, 'l9': 0.0, 'l7': 0.0, 'l6': 389.6668294104157, 'p4': 330.27152971684615, 'p3': 308.67323891931045, 'a1': 269.99999999997266, 'k6': 400.4659747981929, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_5,route_arr_1b,-1.460307430534158e-10,"{'l5': 498.6668294027877, 'd1': 0.0, 'k2': 15769.538132846657, 'p7': 0.0, '17rf': 463.4681113116012, 'a3': 0.0, 'p5': 447.26939321334703, 'l4': 0.0, 'l2': 0.0, 'p2': 377.0749481216767, 'd5': 495.8655474888801, '17re': 439.66682940279134, 'l9': 0.0, 'l7': 0.0, 'l6': 479.66682939062594, 'p4': 420.27152971628584, 'p3': 398.6732389192322, 'a1': 359.99999999985397, 'k6': 490.46597478946205, 'p8': 0.0, 'p6': 0.0, 'l3': 498.6668294027877, 'l8': 0.0}"
AC_A_6,route_arr_1b,3.285549610154703e-11,"{'l5': 0.0, 'd1': 19944.625104990228, 'k2': 19693.687867465826, 'p7': 1.7676123646700125e-11, '17rf': 553.4681113071856, 'a3': 0.0, 'p5': 537.2693932138774, 'l4': 0.0, 'l2': 17910.129341310127, 'p2': 467.0749481216766, 'd5': 585.8655474985717, '17re': 17736.449885457794, 'l9': 1.998409467109258e-11, 'l7': 2.1962355549241733e-11, 'l6': 569.6668294005212, 'p4': 510.2715297168162, 'p3': 488.6732389193482, 'a1': 450.00000000003286, 'k6': 580.4659747991633, 'p8': 1.8994964232056832e-11, 'p6': 26157.03513824498, 'l3': 569.6668294023511, 'l8': 2.1302935256522216e-11}"
AC_A_7,route_arr_1b,-2.7284841053187847e-12,"{'l5': 679.6668294023493, 'd1': 0.0, 'k2': 14643.142551929004, 'p7': 0.0, '17rf': 643.4681113113306, 'a3': 0.0, 'p5': 627.2693932139065, 'l4': 0.0, 'l2': 0.0, 'p2': 557.0749481216766, 'd5': 675.8655475062371, '17re': 619.6668294023475, 'l9': 0.0, 'l7': 25263.1578947368, 'l6': 659.6668294088124, 'p4': 600.2715297168453, 'p3': 578.6732389193455, 'a1': 539.9999999999973, 'k6': 670.4659748070956, 'p8': 0.0, 'p6': 0.0, 'l3': 679.6668294023493, 'l8': 0.0}"
AC_A_8,route_arr_1b,-1.1368683772161603e-13,"{'l5': 0.0, 'd1': 0.0, 'k2': 0.0, 'p7': 4.91063930623841e-11, '17rf': 733.4681112999388, 'a3': 0.0, 'p5': 717.2693932120947, 'l4': 0.0, 'l2': 17933.60760217779, 'p2': 647.0749481197183, 'd5': 765.8655474529879, '17re': 729.6668294023475, 'l9': 5.3987807449994124e-11, 'l7': 5.817187692515092e-11, 'l6': 749.6668293876866, 'p4': 690.2715297150336, 'p3': 668.6732389173904, 'a1': 629.9999999999999, 'k6': 760.4659747535771, 'p8': 5.1895772712440514e-11, 'p6': 4.771170323743523e-11, 'l3': 749.6668293876866, 'l8': 5.677718710010281e-11}"
AC_A_9,route_arr_1b,6.489585757663008e-09,"{'l5': 0.0, 'd1': 0.0, 'k2': 19629.97377803422, 'p7': 0.0, '17rf': 823.4681113111064, 'a3': 1.681519568163137e-11, 'p5': 807.2693932128605, 'l4': 839.6668294093688, 'l2': 17761.41469064524, 'p2': 737.0749481243241, 'd5': 855.8655475038395, '17re': 799.6668293876866, 'l9': 0.0, 'l7': 0.0, 'l6': 839.6668294093688, 'p4': 780.2715297158188, 'p3': 758.6732389219769, 'a1': 720.0000000064896, 'k6': 850.4659748056825, 'p8': 27745.66473988456, 'p6': -1.9357739306572818e-11, 'l3': 839.6668294093688, 'l8': 27745.66473988456}"
