aircraft,chosen_route,delay,node_times
AC_A_1,route_arr_2a,0.0,"{'l5': 59.3668611818116, 'd1': 156.55916977097672, 'k2': 150.07968253179934, 'p7': 0.0, '17rf': 1143.5357317698576, 'a3': 0.0, 'p5': 10639.012386586564, 'l4': 85.2848101389684, 'l2': 137.12070805327107, 'p2': 0.0, 'd5': 7406.218064247041, '17re': 39.9283994639693, 'l9': 0.0, 'l7': 0.0, 'l6': 0.0, 'p4': 20.489937746169716, 'p3': 0.0, 'a1': 0.0, 'k6': 14579.970248704893, 'p8': 0.0, 'p6': 0.0, 'l3': 111.20275909612155, 'l8': 0.0}"
AC_A_10,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 0.0, 'k2': 0.0, 'p7': 0.0, '17rf': 934.1617335740195, 'a3': 0.0, 'p5': 914.7232718562896, 'l4': 0.0, 'l2': 0.0, 'p2': 830.4899377457862, 'd5': 973.0386570095195, '17re': 17071.84912901535, 'l9': 0.0, 'l7': 0.0, 'l6': 953.600195291775, 'p4': 882.3258356598915, 'p3': 856.4078867027829, 'a1': 810.0, 'k6': 966.5591697702237, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_2,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 3214.800960234046, 'k2': 0.0, 'p7': 0.0, '17rf': 214.16173357384866, 'a3': 0.0, 'p5': 194.72327185639244, 'l4': 0.0, 'l2': 0.0, 'p2': 110.48993774587858, 'd5': 253.0386570077477, '17re': 17447.197630272116, 'l9': 0.0, 'l7': 0.0, 'l6': 233.60019529009696, 'p4': 162.3258356600705, 'p3': 136.40788670294543, 'a1': 90.0, 'k6': 246.55916976856793, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_3,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 2208.291840226957, 'k2': 0.0, 'p7': 0.0, '17rf': 304.1617335742103, 'a3': 0.0, 'p5': 284.7232718565026, 'l4': 0.0, 'l2': 0.0, 'p2': 200.48993774587845, 'd5': 343.03865700945903, '17re': 17711.975156663473, 'l9': 0.0, 'l7': 0.0, 'l6': 323.60019529197257, 'p4': 252.32583566007017, 'p3': 226.4078867029452, 'a1': 180.0, 'k6': 336.55916977039897, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_4,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 5227.819200248232, 'k2': 0.0, 'p7': 0.0, '17rf': 394.1617335731735, 'a3': 0.0, 'p5': 374.72327185637323, 'l4': 0.0, 'l2': 0.0, 'p2': 290.4899377458311, 'd5': 433.0386569783028, '17re': 16988.187157184446, 'l9': 0.0, 'l7': 0.0, 'l6': 413.60019529179044, 'p4': 342.32583566001205, 'p3': 316.40788670273065, 'a1': 270.0, 'k6': 426.55916975282855, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_5,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 2208.291840226957, 'k2': 0.0, 'p7': 0.0, '17rf': 484.16173357420575, 'a3': 0.0, 'p5': 464.7232718565035, 'l4': 0.0, 'l2': 0.0, 'p2': 380.48993774587836, 'd5': 523.0386570092971, '17re': 17733.151627251707, 'l9': 0.0, 'l7': 0.0, 'l6': 503.60019529196165, 'p4': 432.3258356600695, 'p3': 406.40788670294495, 'a1': 360.0, 'k6': 516.5591697703526, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_6,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 2208.291840226957, 'k2': 0.0, 'p7': 0.0, '17rf': 574.1617335742284, 'a3': 0.0, 'p5': 554.7232718564991, 'l4': 0.0, 'l2': 0.0, 'p2': 470.48993774587814, 'd5': 613.038657009352, '17re': 17743.739862545826, 'l9': 0.0, 'l7': 0.0, 'l6': 593.6001952919975, 'p4': 522.3258356600692, 'p3': 496.40788670294467, 'a1': 450.0, 'k6': 606.5591697704084, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_7,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 5263.094376095105, 'k2': 0.0, 'p7': 0.0, '17rf': 664.161733574182, 'a3': 0.0, 'p5': 644.723271856503, 'l4': 0.0, 'l2': 0.0, 'p2': 560.4899377458781, 'd5': 703.038657009139, '17re': 16801.994638829947, 'l9': 0.0, 'l7': 0.0, 'l6': 683.6001952919447, 'p4': 612.3258356600688, 'p3': 586.4078867029447, 'a1': 540.0, 'k6': 696.5591697703129, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_8,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 1233.026447398519, 'k2': 0.0, 'p7': 0.0, '17rf': 754.1617335741763, 'a3': 0.0, 'p5': 734.7232718565041, 'l4': 0.0, 'l2': 0.0, 'p2': 650.4899377458781, 'd5': 793.0386570092866, '17re': 17764.91633313406, 'l9': 0.0, 'l7': 0.0, 'l6': 773.600195291932, 'p4': 702.3258356600692, 'p3': 676.4078867029447, 'a1': 630.0, 'k6': 786.5591697703418, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
AC_A_9,route_arr_1b,0.0,"{'l5': 0.0, 'd1': 2240.5434295726664, 'k2': 0.0, 'p7': 0.0, '17rf': 844.1617335731293, 'a3': 0.0, 'p5': 824.7232718560421, 'l4': 0.0, 'l2': 0.0, 'p2': 740.4899377458071, 'd5': 883.0386570062232, '17re': 17529.37154331554, 'l9': 0.0, 'l7': 0.0, 'l6': 863.6001952901903, 'p4': 792.3258356596469, 'p3': 766.407886702541, 'a1': 720.0, 'k6': 876.5591697683525, 'p8': 0.0, 'p6': 0.0, 'l3': 0.0, 'l8': 0.0}"
